and	and	그리고
vitalizers	vitalizer	활력제
anklebone	anklebone	발목뼈
anklebones	anklebone	발목뼈
bluewing	bluewing	블루윙
bluewings	bluewing	블루윙
monody	monody	독창가
monodies	monody	독창가
marblewood	marblewood	마블우드
marblewoods	marblewood	마블우드
carpophore	carpophore	카르포포어
carpophores	carpophore	카르포포어
vivaciousness	vivaciousness	활기
wanness	wanness	쇠약함
wannesses	wanness	쇠약함
fibrositis	fibrositis	섬유염
fibrositises	fibrositis	섬유염
sulfonate	sulfonate	설폰산염
sulfonates	sulfonate	설폰산염
phonophobia	phonophobia	소리공포증
phonophobias	phonophobia	소리공포증
obloquy	obloquy	악평
obloquies	obloquy	악평
sequestrate	sequestrate	압수
sequestrated	sequestrate	압수
sequestrates	sequestrate	압수
sequestrating	sequestrate	압수
astragal	astragal	황기
astragals	astragal	황기
divestiture	divestiture	박탈
divestitures	divestiture	박탈
pamperer	pamperer	애지중지하다
pamperers	pamperer	애지중지하다
counterplot	counterplot	대항책
counterplots	counterplot	대항책
counterplotted	counterplot	대항책
counterplotting	counterplot	대항책
brachiopod	brachiopod	완족류
brachiopods	brachiopod	완족류
satinette	satinette	새틴
satinettes	satinette	새틴
ineffectuality	ineffectuality	무익함
ineffectualities	ineffectuality	무익함
milfoil	milfoil	톱풀
milfoils	milfoil	톱풀
uintathere	uintathere	거기에
uintatheres	uintathere	거기에
polemize	polemize	논쟁을 벌이다
polemized	polemize	논쟁을 벌이다
polemizes	polemize	논쟁을 벌이다
polemizing	polemize	논쟁을 벌이다
desacralize	desacralize	탈신성화하다
desacralized	desacralize	탈신성화하다
desacralizes	desacralize	탈신성화하다
desacralizing	desacralize	탈신성화하다
gittern	gittern	그리드
gitterns	gittern	그리드
parget	parget	석고
pargeted	parget	석고
pargetings	parget	석고
pargets	parget	석고
stupe	stupe	잠수
stupes	stupe	잠수
isogon	isogon	이소곤
isogons	isogon	이소곤
fleabane	fleabane	벼룩
fleabanes	fleabane	벼룩
chasten	chasten	벌하다
chastened	chasten	벌하다
chastenesses	chasten	벌하다
chastening	chasten	벌하다
chastens	chasten	벌하다
circumvolution	circumvolution	와선
circumvolutions	circumvolution	와선
unsaddle	unsaddle	안장을 풀다
unsaddled	unsaddle	안장을 풀다
unsaddles	unsaddle	안장을 풀다
unsaddling	unsaddle	안장을 풀다
agapanthus	agapanthus	아가판투스
agapanthuses	agapanthus	아가판투스
tideway	tideway	갯벌
tideways	tideway	갯벌
irascibility	irascibility	불안함
irascibilities	irascibility	불안함
nitrochloroform	nitrochloroform	니트로클로로포름
nitrochloroforms	nitrochloroform	니트로클로로포름
bristliness	bristliness	뻣뻣함
bristlinesses	bristliness	뻣뻣함
phylogenesis	phylogenesis	계통 발생
phylogeneses	phylogenesis	계통 발생
pyrographer	pyrographer	불꽃사진가
pyrographers	pyrographer	불꽃사진가
counterchallenge	counterchallenge	반격
counterchallenges	counterchallenge	반격
deoxyribose	deoxyribose	디옥시리보스
deoxyriboses	deoxyribose	디옥시리보스
vitalize	vitalize	활력을 불어넣다
vitalized	vitalize	활력을 불어넣다
vitalizes	vitalize	활력을 불어넣다
vitalizing	vitalize	활력을 불어넣다
restiveness	restiveness	불안
restivenesses	restiveness	불안
aggrieve	aggrieve	괴롭히다
aggrieved	aggrieve	괴롭히다
aggrieves	aggrieve	괴롭히다
aggrieving	aggrieve	괴롭히다
snakefly	snakefly	뱀파리
snakeflies	snakefly	뱀파리
rehires	rehires	재고용하다
memorizer	memorizer	암기자
memorizers	memorizer	암기자
tenorist	tenorist	테너 연주자
tenorists	tenorist	테너 연주자
hoister	hoister	호이스트
hoisters	hoister	호이스트
typification	typification	유형화
typifications	typification	유형화
lychgate	lychgate	리치게이트
lychgates	lychgate	리치게이트
noncommercials	noncommercials	비상업적
ridiculer	ridiculer	조롱하는 자
ridiculers	ridiculer	조롱하는 자
enology	enology	생태학
enologies	enology	생태학
campanili	campanili	종탑
trisyllable	trisyllable	삼음절의
trisyllables	trisyllable	삼음절의
bitternut	bitternut	쓴맛
bitternuts	bitternut	쓴맛
prevaricator	prevaricator	프리바리케이터
prevaricators	prevaricator	프리바리케이터
zizz	zizz	거시기
zizzes	zizz	거시기
brusqueness	brusqueness	무뚝뚝함
brusquenesses	brusqueness	무뚝뚝함
melanoblast	melanoblast	흑색모세포
melanoblasts	melanoblast	흑색모세포
paronomasia	paronomasia	결말
paronomasias	paronomasia	결말
chowchow	chowchow	차우차우
chowchows	chowchow	차우차우
misconceive	misconceive	오해하다
misconceived	misconceive	오해하다
misconceives	misconceive	오해하다
misconceiving	misconceive	오해하다
mepacrine	mepacrine	메파크린
mepacrines	mepacrine	메파크린
steeplechaser	steeplechaser	장애물 경주자
steeplechasers	steeplechaser	장애물 경주자
massasauga	massasauga	질량 톱
massasaugas	massasauga	질량 톱
disport	disport	흥겹게 놀다
disported	disport	흥겹게 놀다
disporting	disport	흥겹게 놀다
disports	disport	흥겹게 놀다
loligo	loligo	로리고
loligos	loligo	로리고
speleologist	speleologist	동굴 탐험가
speleologists	speleologist	동굴 탐험가
immaterialize	immaterialize	비물질화하다
immaterialized	immaterialize	비물질화하다
immaterializes	immaterialize	비물질화하다
immaterializing	immaterialize	비물질화하다
pinetum	pinetum	소나무
pineta	pinetum	소나무
threadfin	threadfin	실지느러미
threadfins	threadfin	실지느러미
ovolo	ovolo	밑씨
ovoli	ovolo	밑씨
ovolos	ovolo	밑씨
consociate	consociate	자회사
consociated	consociate	자회사
consociates	consociate	자회사
consociating	consociate	자회사
embroiderer	embroiderer	자수가
embroiderers	embroiderer	자수가
rattrap	rattrap	따라잡다
rattraps	rattrap	따라잡다
katharometer	katharometer	카타로미터
katharometers	katharometer	카타로미터
columbium	columbium	컬럼븀
columbiums	columbium	컬럼븀
lavation	lavation	세척
lavations	lavation	세척
erectly	erectly	똑바로
weakfish	weakfish	약한 물고기
weakfishes	weakfish	약한 물고기
arpent	arpent	에이커
arpents	arpent	에이커
doggones	doggones	도곤
notornis	notornis	유명한
notornises	notornis	유명한
injuriousness	injuriousness	상해
injuriousnesses	injuriousness	상해
unprotectedness	unprotectedness	무방비 상태
unprotectednesses	unprotectedness	무방비 상태
vituperation	vituperation	독설
vituperations	vituperation	독설
scissortail	scissortail	가위꼬리
scissortails	scissortail	가위꼬리
classicize	classicize	고전화하다
classicized	classicize	고전화하다
classicizes	classicize	고전화하다
classicizing	classicize	고전화하다
impracticableness	impracticableness	실행 불가능함
impracticablenesses	impracticableness	실행 불가능함
doggoned	doggoned	완고한
miniate	miniate	축소하다
miniated	miniate	축소하다
miniates	miniate	축소하다
miniating	miniate	축소하다
serpentes	serpentes	뱀
serpentess	serpentes	뱀
reemphasizes	reemphasizes	다시 강조한다
imperceptibility	imperceptibility	눈에 띄지 않음
imperceptibilities	imperceptibility	눈에 띄지 않음
brisling	brisling	살포
brislings	brisling	살포
coypu	coypu	코이푸
coypus	coypu	코이푸
volary	volary	볼라
volaries	volary	볼라
synonymist	synonymist	동의어
synonymists	synonymist	동의어
sturnus	sturnus	찌르레기
sturnuses	sturnus	찌르레기
cardcastle	cardcastle	카드 캐슬
cardcastles	cardcastle	카드 캐슬
furbish	furbish	닦다
furbished	furbish	닦다
furbishes	furbish	닦다
furbishing	furbish	닦다
angwantibo	angwantibo	안완티보
angwantibos	angwantibo	안완티보
labyrinthitis	labyrinthitis	미로염
labyrinthitises	labyrinthitis	미로염
plumbery	plumbery	납세공
plumberies	plumbery	납세공
sidalcea	sidalcea	측초
sidalceas	sidalcea	측초
subbase	subbase	보조기층
subbases	subbase	보조기층
lachrymation	lachrymation	눈물흘림
lachrymations	lachrymation	눈물흘림
fruitlet	fruitlet	과일
fruitlets	fruitlet	과일
radiometer	radiometer	복사계
radiometers	radiometer	복사계
messuage	messuage	가옥
messuages	messuage	가옥
lateralled	lateralled	측면
antiquate	antiquate	구식
antiquated	antiquate	구식
antiquates	antiquate	구식
antiquating	antiquate	구식
balletomania	balletomania	발레토마니아
balletomanias	balletomania	발레토마니아
sirdar	sirdar	비밀
sirdars	sirdar	비밀
sepulchered	sepulchered	무덤이 있는
aesthete	aesthete	유미 주의자
aesthetes	aesthete	유미 주의자
transmutability	transmutability	변형성
transmutabilities	transmutability	변형성
haik	haik	저것들
haiks	haik	저것들
ledum	ledum	얼음용
ledums	ledum	얼음용
phoronid	phoronid	포로니드
phoronids	phoronid	포로니드
filaria	filaria	필라리아
filarias	filaria	필라리아
filariases	filaria	필라리아
inclose	inclose	넣다
inclosed	inclose	넣다
incloses	inclose	넣다
inclosing	inclose	넣다
dimout	dimout	디모트
dimouts	dimout	디모트
higgle	higgle	히글
higgled	higgle	히글
higgles	higgle	히글
higgling	higgle	히글
higglings	higgle	히글
plaudit	plaudit	박수를 보낸다
plaudits	plaudit	박수를 보낸다
oscine	oscine	오신
oscines	oscine	오신
heterogeneousness	heterogeneousness	이질성
heterogeneousnesses	heterogeneousness	이질성
sinuosity	sinuosity	굽이
sinuosities	sinuosity	굽이
mockernut	mockernut	모커넛
mockernuts	mockernut	모커넛
casseroling	casseroling	캐서롤링
controllership	controllership	통제권
controllerships	controllership	통제권
bargeman	bargeman	바지선 사공
bargemen	bargeman	바지선 사공
betaken	betaken	지불하다
vireo	vireo	비레오
vireos	vireo	비레오
assayer	assayer	분석가
assayers	assayer	분석가
wrawl	wrawl	용감한
wrawled	wrawl	용감한
wrawling	wrawl	용감한
wrawls	wrawl	용감한
cunctator	cunctator	주저하는
cunctators	cunctator	주저하는
processioned	processioned	행렬을 이룬
dysphonia	dysphonia	발성장애
dysphonias	dysphonia	발성장애
nardoo	nardoo	나두
nardoos	nardoo	나두
betakes	betakes	베테케
hypnophobia	hypnophobia	최면공포증
hypnophobias	hypnophobia	최면공포증
ruckle	ruckle	바보
ruckled	ruckle	바보
ruckles	ruckle	바보
ruckling	ruckle	바보
hassock	hassock	무릎 방석
hassocks	hassock	무릎 방석
temporalty	temporalty	시간성
temporalties	temporalty	시간성
entrepot	entrepot	중개소
entrepots	entrepot	중개소
inauspiciousness	inauspiciousness	불길함
inauspiciousnesses	inauspiciousness	불길함
disinter	disinter	분해하다
disinteress	disinter	분해하다
disinterred	disinter	분해하다
disinterring	disinter	분해하다
disinters	disinter	분해하다
cancroid	cancroid	게 비슷한
cancroids	cancroid	게 비슷한
indument	indument	의류
induments	indument	의류
embower	embower	가리다
embowered	embower	가리다
embowering	embower	가리다
embowers	embower	가리다
waterer	waterer	물 주는 사람
waterers	waterer	물 주는 사람
sarcoplasm	sarcoplasm	육종
sarcoplasms	sarcoplasm	육종
lazied	lazied	게으른
clangor	clangor	나는 울고 있다
clangored	clangor	나는 울고 있다
clangoring	clangor	나는 울고 있다
clangors	clangor	나는 울고 있다
escapologist	escapologist	탈출학자
escapologists	escapologist	탈출학자
pitilessly	pitilessly	무자비하게
finickier	finickier	더 까다로운
resourcefully	resourcefully	지략적으로
vinblastine	vinblastine	빈블라스틴
vinblastines	vinblastine	빈블라스틴
monosomy	monosomy	일염색체
monosomies	monosomy	일염색체
spiraea	spiraea	유부녀
spiraeas	spiraea	유부녀
exorbitance	exorbitance	엄청남
exorbitances	exorbitance	엄청남
subserve	subserve	서브하다
subserved	subserve	서브하다
subserves	subserve	서브하다
subserving	subserve	서브하다
raoulia	raoulia	라울리아
raoulias	raoulia	라울리아
embolectomy	embolectomy	색전절제술
embolectomies	embolectomy	색전절제술
conima	conima	코니마
conimas	conima	코니마
hurrays	hurrays	만세
ringhals	ringhals	링 넥
ringhalses	ringhals	링 넥
trunkfish	trunkfish	간어
trunkfishes	trunkfish	간어
sextette	sextette	육중주
sextettes	sextette	육중주
postulator	postulator	가정자
postulators	postulator	가정자
dishful	dishful	접시에 담긴
dishfuls	dishful	접시에 담긴
monumentalize	monumentalize	기념비화하다
monumentalized	monumentalize	기념비화하다
monumentalizes	monumentalize	기념비화하다
monumentalizing	monumentalize	기념비화하다
galere	galere	감옥
galeres	galere	감옥
synchronism	synchronism	동기
synchronisms	synchronism	동기
drumbeater	drumbeater	북치는 사람
drumbeaters	drumbeater	북치는 사람
argali	argali	아르가리
argalis	argali	아르가리
undeceive	undeceive	속이지 않는다
undeceived	undeceive	속이지 않는다
undeceives	undeceive	속이지 않는다
undeceiving	undeceive	속이지 않는다
paleobiology	paleobiology	고생물학
paleobiologies	paleobiology	고생물학
liebfraumilch	liebfraumilch	리프프라우밀히
liebfraumilchs	liebfraumilch	리프프라우밀히
hokiest	hokiest	가장 호키
ultrasonically	ultrasonically	초음파로
ratsbane	ratsbane	고속 도로
ratsbanes	ratsbane	고속 도로
woodscrew	woodscrew	나무나사
woodscrews	woodscrew	나무나사
leadplant	leadplant	리드플랜트
leadplants	leadplant	리드플랜트
monocot	monocot	외떡잎식물
monocots	monocot	외떡잎식물
slily	slily	불쾌한
hackmatack	hackmatack	아메리카 낙엽송
hackmatacks	hackmatack	아메리카 낙엽송
piing	piing	통증
irrepressibility	irrepressibility	억누를 수 없음
irrepressibilities	irrepressibility	억누를 수 없음
trustfulness	trustfulness	신뢰
trustfulnesses	trustfulness	신뢰
enures	enures	보장하다
slinkier	slinkier	더 은밀하게
materfamilias	materfamilias	엄마 가족
materfamiliases	materfamilias	엄마 가족
lightwood	lightwood	경목
lightwoods	lightwood	경목
footwall	footwall	발벽
footwalls	footwall	발벽
wigeon	wigeon	위건
wigeons	wigeon	위건
citrin	citrin	황수정
citrins	citrin	황수정
caprifig	caprifig	카프리그
caprifigs	caprifig	카프리그
escarole	escarole	에스카롤
escaroles	escarole	에스카롤
psychopomp	psychopomp	정신병자
psychopomps	psychopomp	정신병자
promiser	promiser	약속하는 사람
promisers	promiser	약속하는 사람
enured	enured	유지
complect	complect	완벽한
complected	complect	완벽한
complecting	complect	완벽한
complects	complect	완벽한
liriodendron	liriodendron	리리오덴드론
liriodendra	liriodendron	리리오덴드론
liriodendrons	liriodendron	리리오덴드론
contemporize	contemporize	동시대에 생각하다
contemporized	contemporize	동시대에 생각하다
contemporizes	contemporize	동시대에 생각하다
contemporizing	contemporize	동시대에 생각하다
aviatress	aviatress	비행사
aviatresses	aviatress	비행사
jilt	jilt	바람둥이 여자
jilted	jilt	바람둥이 여자
jilting	jilt	바람둥이 여자
jilts	jilt	바람둥이 여자
impartation	impartation	전달
impartations	impartation	전달
altoist	altoist	알토 연주자
altoists	altoist	알토 연주자
paraldehyde	paraldehyde	파알데히드
paraldehydes	paraldehyde	파알데히드
